,ra,st_raerr,st_rah,st_raherr,ra_str,dec,st_decerr,dec_str,st_glon,st_glonerr,st_glat,st_glaterr,st_elon,st_elonerr,st_elat,st_elaterr,st_posn,st_plx,st_plxerr1,st_plxerr2,st_plxlim,st_plxn,st_dist,st_disterr1,st_disterr2,st_distlim,st_distn,st_pmra,st_pmraerr,st_pmralim,st_pmdec,st_pmdecerr,st_pmdeclim,st_pm,st_pmerr,st_pmlim,st_pmn,st_radv,st_radverr1,st_radverr2,st_radvlim,st_radvn,st_uj,st_ujerr,st_ujlim,st_bj,st_bjerr,st_bjlim,st_vj,st_vjerr,st_vjlim,st_rc,st_rcerr,st_rclim,st_ic,st_icerr,st_iclim,st_j,st_jerr,st_jlim,st_h,st_herr,st_hlim,st_k,st_kerr,st_klim,st_wise1,st_wise1err,st_wise1lim,st_wise2,st_wise2err,st_wise2lim,st_wise3,st_wise3err,st_wise3lim,st_wise4,st_wise4err,st_wise4lim,st_irac1,st_irac1err,st_irac1lim,st_irac2,st_irac2err,st_irac2lim,st_irac3,st_irac3err,st_irac3lim,st_irac4,st_irac4err,st_irac4lim,st_mips1,st_mips1err,st_mips1lim,st_mips2,st_mips2err,st_mips2lim,st_mips3,st_mips3err,st_mips3lim,st_iras1,st_iras1err,st_iras1lim,st_iras2,st_iras2err,st_iras2lim,st_iras3,st_iras3err,st_iras3lim,st_iras4,st_iras4err,st_iras4lim,st_optmag,st_optmagerr,st_optmaglim,st_optband,st_photn,st_umbj,st_umbjerr,st_umbjlim,st_bmvj,st_bmvjerr,st_bmvjlim,st_vjmic,st_vjmicerr,st_vjmiclim,st_vjmrc,st_vjmrcerr,st_vjmrclim,st_jmh2,st_jmh2err,st_jmh2lim,st_hmk2,st_hmk2err,st_hmk2lim,st_jmk2,st_jmk2err,st_jmk2lim,st_bmy,st_bmyerr,st_bmylim,st_m1,st_m1err,st_m1lim,st_c1,st_c1err,st_c1lim,st_colorn,st_spstr,st_ssperr,st_splim,st_spn,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_teffn,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_loggn,st_metfe,st_metfeerr1,st_metfeerr2,st_metfelim,st_metfen,st_metratio,st_lum,st_lumerr1,st_lumerr2,st_lumlim,st_lumn,st_rad,st_raderr1,st_raderr2,st_radlim,st_radn,st_mass,st_masserr1,st_masserr2,st_masslim,st_massn,st_dens,st_denserr1,st_denserr2,st_denslim,st_densn,st_age,st_ageerr1,st_ageerr2,st_agelim,st_agen,st_vsini,st_vsinierr1,st_vsinierr2,st_vsinilim,st_vsinin,st_acts,st_actserr,st_actslim,st_actsn,st_actr,st_actrerr,st_actrlim,st_actrn,st_actlx,st_actlxerr,st_actlxlim,st_actlxn,st_nts,st_nplc,st_nglc,st_nrvc,st_naxa,st_nimg,st_nspec,hd_name,hip_name,swasp_id,pl_name,pl_hostname,pl_letter,pl_pnum,pl_snum,pl_mnum,pl_status,pl_discmethod,pl_disc,pl_disc_refname,pl_publ_date,pl_facility,pl_telescope,pl_instrument,pl_locale,pl_def_refname,pl_rvflag,pl_imgflag,pl_astflag,pl_tranflag,pl_ttvflag,pl_kepflag,pl_k2flag,pl_nnotes,pl_cbflag,pl_omflag,pl_pelink,pl_edelink,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbpern,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbsmaxn,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_orbincln,pl_orbtper,pl_orbtpererr1,pl_orbtpererr2,pl_orbtperlim,pl_orbtpern,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_orbeccenn,pl_orblper,pl_orblpererr1,pl_orblpererr2,pl_orblperlim,pl_orblpern,pl_rvamp,pl_rvamperr1,pl_rvamperr2,pl_rvamplim,pl_rvampn,pl_conrat,pl_conraterr1,pl_conraterr2,pl_conratlim,pl_conratband,pl_conratn,pl_msinij,pl_msinijerr1,pl_msinijerr2,pl_msinijlim,pl_msinie,pl_msinieerr1,pl_msinieerr2,pl_msinielim,pl_msinin,pl_massj,pl_massjerr1,pl_massjerr2,pl_massjlim,pl_masse,pl_masseerr1,pl_masseerr2,pl_masselim,pl_massn,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassn,pl_bmassprov,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_rads,pl_radserr1,pl_radserr2,pl_radslim,pl_radn,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_densn,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_eqtn,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_insoln,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandeplim,pl_trandepn,pl_trandur,pl_trandurerr1,pl_trandurerr2,pl_trandurlim,pl_trandurn,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_tranmidn,pl_tsystemref,pl_imppar,pl_impparerr1,pl_impparerr2,pl_impparlim,pl_impparn,pl_occdep,pl_occdeperr1,pl_occdeperr2,pl_occdeplim,pl_occdepn,pl_ratdor,pl_ratdorerr1,pl_ratdorerr2,pl_ratdorlim,pl_ratdorn,pl_ratror,pl_ratrorerr1,pl_ratrorerr2,pl_ratrorlim,pl_ratrorn,pl_mrtranmid,pl_mrtranmiderr1,pl_mrtranmiderr2,pl_mrtranmidlim,pl_mrtmrefid,pl_mrtmreflink,pl_mrtsystemref,pl_st_npar,pl_st_nref,rowupdate,gaia_plx,gaia_plxerr1,gaia_plxerr2,gaia_plxlim,gaia_dist,gaia_disterr1,gaia_disterr2,gaia_distlim,gaia_pmra,gaia_pmraerr,gaia_pmralim,gaia_pmdec,gaia_pmdecerr,gaia_pmdeclim,gaia_pm,gaia_pmerr,gaia_pmlim,gaia_gmag,gaia_gmagerr,gaia_gmaglim,pl_angsep,pl_angseperr1,pl_angseperr2
2187,293.674235,1.7e-05,19.57828235,1.11e-06,19h34m41.82s,47.908467,1.7e-05,+47d54m30.5s,80.40244,2e-05,13.087444999999999,1.7e-05,315.116225,4.5e-05,67.674072,2e-05,2,,,,,0,,,,,1,18.0,,0.0,20.0,,0.0,26.9,,0.0,1,,,,,0,,,,,,,,,,,,,,,,13.247,0.022000000000000002,0,12.594000000000001,0.022000000000000002,0,12.395,0.024,0,12.253,0.023,0.0,12.210999999999999,0.021,0.0,12.662,0.27399999999999997,0.0,9.572000000000001,,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.673,,0,Kepler-band,13,,,,,,,,,,,,,0.653,0.031,0,0.19899999999999998,0.033,0,0.852,0.033,0,,,,,,,,,,5,,,,0,3591.0,100.0,-100.0,0.0,6,4.79,0.1,-0.1,0.0,5,0.207,,,0.0,3,[Fe/H],,,,,1,0.47,0.01,-0.01,0.0,6,0.54,,,0.0,4,,,,,0,,,,,1,,,,,0,,,,0,,,,0,,,,0,0,0,0,0,0,3,0,,,,Kepler-369 c,Kepler-369,c,2,1,0,3,Transit,2014,Rowe et al. 2014,2014-03,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,Space,Rowe et al. 2014,0,0,0,1,0,1,0,1,0,0,http://exoplanet.eu/catalog/kepler-369_c/,http://exoplanets.org/detail/Kepler-369_c,14.871572,8.3e-05,-8.3e-05,0.0,5,0.094,,,0.0,1,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,0.126,0.005,-0.005,0.0,1.41,0.06,-0.06,0.0,0.013000000000000001,0.001,-0.001,0.0,5,,,,,0,,,,,0,,,,,3,,,,,1,0.1011,0.0035,-0.0035,0.0,3,2454970.6911400002,0.00367,-0.00367,0.0,4,BJD,0.01,0.22,-0.22,0.0,2,,,,,0,,,,,1,,,,,2,,,,,,,,53,13,2014-05-14,,,,,,,,,,,,,,,,,,,,,,,
2188,292.17112099999997,1.7e-05,19.47807471,1.11e-06,19h28m41.07s,40.916306,1.7e-05,+40d54m58.7s,73.50998299999999,2.1e-05,10.942969,1.9e-05,306.776348,3.6e-05,61.554702,2e-05,2,,,,,0,,,,,1,-12.6,,0.0,-5.7,,0.0,13.8,,0.0,1,,,,,0,,,,,,,,,,,,,,,,13.977,0.026000000000000002,0,13.65,0.031,0,13.55,0.048,0,13.559000000000001,0.026000000000000002,0.0,13.616,0.033,0.0,12.329,,-1.0,9.135,,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.198,,0,Kepler-band,13,,,,,,,,,,,,,0.327,0.04,0,0.1,0.057,0,0.42700000000000005,0.055,0,,,,,,,,,,5,,,,0,5852.0,200.0,-200.0,0.0,4,4.53,0.3,-0.3,0.0,4,-0.124,,,0.0,2,[Fe/H],,,,,0,0.9,0.42,-0.42,0.0,4,0.94,,,0.0,2,,,,,0,,,,,1,,,,,0,,,,0,,,,0,,,,0,0,0,0,0,0,3,0,,,,Kepler-370 b,Kepler-370,b,2,1,0,3,Transit,2014,Rowe et al. 2014,2014-03,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,Space,Rowe et al. 2014,0,0,0,1,0,1,0,1,0,0,http://exoplanet.eu/catalog/kepler-370_b/,http://exoplanets.org/detail/Kepler-370_b,4.57953,4.1e-05,-4.1e-05,0.0,2,0.054,,,0.0,1,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,0.142,0.07,-0.07,0.0,1.59,0.78,-0.78,0.0,0.015,0.006999999999999999,-0.006999999999999999,0.0,2,,,,,0,,,,,0,,,,,0,,,,,0,0.1367,0.007,-0.007,0.0,2,2454968.09728,0.00564,-0.00564,0.0,2,BJD,0.91,0.35,-0.35,0.0,1,,,,,0,,,,,0,,,,,1,,,,,,,,28,9,2014-05-14,,,,,,,,,,,,,,,,,,,,,,,
2189,288.883334,1.9e-05,19.25888891,1.3e-06,19h15m32.00s,39.744572,1.7e-05,+39d44m40.5s,71.32094000000001,2.2e-05,12.693092,2.1e-05,301.06079700000004,3.9e-05,61.163275,2e-05,2,,,,0.0,0,904.0,163.59,-98.4,0.0,1,22.0,,0.0,26.0,,0.0,34.1,,0.0,1,,,,,0,,,,,,,,,,,,,,,,13.475999999999999,0.024,0,13.149000000000001,0.023,0,13.03,0.031,0,13.05,0.024,0.0,13.082,0.027000000000000003,0.0,12.661,,-1.0,9.103,,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.606,,0,Kepler-band,13,,,,,,,,,,,,,0.327,0.033,0,0.11900000000000001,0.039,0,0.446,0.039,0,,,,,,,,,,5,,,,0,5845.0,122.09,-140.57,0.0,2,4.44,0.07,-0.14,0.0,2,-0.05,0.156,-0.185,0.0,2,[Fe/H],,,,,0,1.0,0.18,-0.1,0.0,2,1.0,0.07,-0.07,0.0,1,,,,,0,4.07,2.97,-2.3,,1,,,,,0,,,,0,,,,0,,,,0,0,0,0,0,0,3,0,,,,Kepler-1500 b,Kepler-1500,b,1,1,0,3,Transit,2016,Morton et al. 2016,,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,Space,Morton et al. 2016,0,0,0,1,0,1,0,1,0,0,http://exoplanet.eu/catalog/kepler-1500_b/,,15.0330105,0.0001612,-0.0001612,0.0,1,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,0.107,0.02,-0.013000000000000001,0.0,1.2,0.22,-0.15,0.0,0.011000000000000001,0.002,-0.001,0.0,1,,,,,0,,,,,0,,,,,0,,,,,0,0.22566999999999998,0.01121,-0.01121,0.0,1,2454964.90421,0.00954,-0.00954,0.0,1,JD,,,,,0,,,,,0,,,,,0,0.01078,0.00031,-0.0007700000000000001,0.0,1,,,,,,,,15,7,2016-05-10,,,,,,,,,,,,,,,,,,,,,,,
2190,289.918519,2.2e-05,19.32790127,1.48e-06,19h19m40.44s,42.001431,1.7e-05,+42d00m05.2s,73.75806899999999,2.3e-05,12.934969,2.2e-05,304.035036,4.6e-05,63.106444999999994,2.1e-05,2,,,,0.0,0,888.0,356.86,-131.79,0.0,1,,,,,,,,,,0,,,,,0,,,,,,,,,,,,,,,,12.661,0.021,0,12.415,0.022000000000000002,0,12.364,0.018000000000000002,0,12.317,0.023,0.0,12.389000000000001,0.022000000000000002,0.0,12.276,0.285,0.0,8.949,,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.71,,0,Kepler-band,13,,,,,,,,,,,,,0.24600000000000002,0.03,0,0.051,0.027999999999999997,0,0.297,0.027999999999999997,0,,,,,,,,,,5,,,,0,6229.0,111.62,-123.73,0.0,2,4.28,0.11,-0.24,0.0,2,0.04,0.13699999999999998,-0.163,0.0,2,[Fe/H],,,,,0,1.3,0.54,-0.18,0.0,2,1.2,0.17,-0.09,0.0,1,,,,,0,2.75,0.919,-1.02,,1,,,,,0,,,,0,,,,0,,,,0,0,0,0,0,0,3,0,,,,Kepler-1501 b,Kepler-1501,b,1,1,0,3,Transit,2016,Morton et al. 2016,,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,Space,Morton et al. 2016,0,0,0,1,0,1,0,1,0,0,http://exoplanet.eu/catalog/kepler-1501_b/,,14.5564533,0.0001121,-0.0001121,0.0,1,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,0.139,0.061,-0.022000000000000002,0.0,1.56,0.68,-0.25,0.0,0.013999999999999999,0.006,-0.002,0.0,1,,,,,0,,,,,0,,,,,0,,,,,0,0.1904,0.0064,-0.0064,0.0,1,2454974.04324,0.006229999999999999,-0.006229999999999999,0.0,1,JD,,,,,0,,,,,0,,,,,0,0.01063,0.00147,-0.00081,0.0,1,,,,,,,,15,7,2016-05-10,,,,,,,,,,,,,,,,,,,,,,,
2191,296.107919,1.9e-05,19.74052792,1.3e-06,19h44m25.90s,39.319913,1.7e-05,+39d19m11.7s,73.503729,2.2e-05,7.535849000000001,2.1e-05,311.46232200000003,3.9e-05,59.058438,2.1e-05,2,,,,0.0,0,1540.0,535.66,-308.68,0.0,1,5.1,,0.0,10.6,,0.0,11.8,,0.0,1,,,,,0,,,,,,,,,,,,,,,,13.174000000000001,0.021,0,12.945,0.025,0,12.907,0.027999999999999997,0,12.837,0.024,0.0,12.86,0.024,0.0,12.815999999999999,0.466,0.0,9.375,,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.155,,0,Kepler-band,13,,,,,,,,,,,,,0.22899999999999998,0.033,0,0.038,0.038,0,0.267,0.035,0,,,,,,,,,,5,,,,0,6666.0,321.18,-272.08,0.0,2,4.13,0.14,-0.21,0.0,2,0.05,0.138,-0.15,0.0,2,[Fe/H],,,,,0,1.72,0.61,-0.33,0.0,2,1.44,0.23,-0.17,0.0,1,,,,,0,1.7,0.74,-0.401,,1,,,,,0,,,,0,,,,0,,,,0,0,0,0,0,0,3,0,,,,Kepler-1502 b,Kepler-1502,b,1,1,0,3,Transit,2016,Morton et al. 2016,,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,Space,Morton et al. 2016,0,0,0,1,0,1,0,1,0,0,http://exoplanet.eu/catalog/kepler-1502_b/,,41.7083629,0.0003485,-0.0003485,0.0,2,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,0.284,0.1,-0.057,0.0,3.18,1.12,-0.64,0.0,0.028999999999999998,0.01,-0.006,0.0,1,,,,,0,,,,,0,,,,,0,,,,,1,0.35004,0.00875,-0.00875,0.0,2,2454986.5394900003,0.00705,-0.00705,0.0,2,JD,,,,,0,,,,,0,,,,,0,0.01674,0.00018,-0.0009400000000000001,0.0,1,,,,,,,,19,8,2016-05-10,,,,,,,,,,,,,,,,,,,,,,,
2192,289.711993,1.9e-05,19.31413287,1.3e-06,19h18m50.88s,50.128212,1.7e-05,+50d07m41.6s,81.372646,2.1e-05,16.372812,1.8e-05,311.036971,5.5e-05,70.77111500000001,2e-05,2,,,,0.0,0,1029.0,102.29,-89.79,0.0,1,,,,,,,,,,0,,,,,0,,,,,,,,,,,,,,,,14.409,0.03,0,13.998,0.040999999999999995,0,13.834000000000001,0.049,0,13.904000000000002,0.025,0.0,13.953,0.03,0.0,12.558,,-1.0,9.273,,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.654000000000002,,0,Kepler-band,13,,,,,,,,,,,,,0.41100000000000003,0.051,0,0.16399999999999998,0.064,0,0.575,0.057,0,,,,,,,,,,5,,,,0,5393.0,102.27,-78.86,0.0,2,4.55,0.05,-0.08,0.0,2,-0.17,0.18,-0.204,0.0,2,[Fe/H],,,,,0,0.81,0.08,-0.07,0.0,2,0.85,0.06,-0.06,0.0,1,,,,,0,4.47,6.05,-2.84,,1,,,,,0,,,,0,,,,0,,,,0,0,0,0,0,0,3,0,,,,Kepler-1504 b,Kepler-1504,b,1,1,0,3,Transit,2016,Morton et al. 2016,,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,Space,Morton et al. 2016,0,0,0,1,0,1,0,1,0,0,http://exoplanet.eu/catalog/kepler-1504_b/,,82.304003,0.001593,-0.001593,0.0,2,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,0.19,0.021,-0.017,0.0,2.13,0.23,-0.19,0.0,0.02,0.002,-0.002,0.0,1,,,,,0,,,,,0,,,,,0,,,,,1,0.5767899999999999,0.01933,-0.01933,0.0,2,2454992.038,0.018,-0.018,0.0,2,JD,,,,,0,,,,,0,,,,,0,0.024480000000000002,0.00108,-0.0009199999999999999,0.0,1,,,,,,,,19,8,2016-05-10,,,,,,,,,,,,,,,,,,,,,,,
2193,292.002052,1.7e-05,19.46680349,1.11e-06,19h28m00.49s,41.786961,1.7e-05,+41d47m13.1s,74.24721,2.1e-05,11.444094,1.9e-05,307.11065,3.7e-05,62.420438,2e-05,2,,,,0.0,0,359.0,11.05,-13.34,0.0,1,5.8,,0.0,0.4,,0.0,5.8,,0.0,1,,,,,0,,,,,,,,,,,,,,,,11.83,0.022000000000000002,0,11.497,0.021,0,11.405999999999999,0.019,0,11.379000000000001,0.023,0.0,11.41,0.021,0.0,11.543,0.159,0.0,8.907,,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.988,,0,Kepler-band,13,,,,,,,,,,,,,0.33299999999999996,0.03,0,0.091,0.027999999999999997,0,0.424,0.028999999999999998,0,,,,,,,,,,5,,,,0,5686.0,65.36,-53.94,0.0,2,4.54,0.01,-0.01,0.0,2,-0.18,0.099,-0.111,0.0,2,[Fe/H],,,,,0,0.86,0.02,-0.03,0.0,2,0.93,0.03,-0.04,0.0,1,,,,,0,1.7,0.981,-0.45899999999999996,,1,,,,,0,,,,0,,,,0,,,,0,0,0,0,0,0,3,0,,,,Kepler-1505 b,Kepler-1505,b,1,1,0,3,Transit,2016,Morton et al. 2016,,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,Space,Morton et al. 2016,0,0,0,1,0,1,0,1,0,0,http://exoplanet.eu/catalog/kepler-1505_b/,,30.8609366,0.0002252,-0.0002252,0.0,2,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,0.083,0.004,-0.004,0.0,0.93,0.05,-0.05,0.0,0.009000000000000001,0.0,-0.0,0.0,1,,,,,0,,,,,0,,,,,0,,,,,1,0.17121,0.00808,-0.00808,0.0,2,2454971.31545,0.0065,-0.0065,0.0,2,JD,,,,,0,,,,,0,,,,,0,0.00971,0.0005099999999999999,-0.00042,0.0,1,,,,,,,,19,8,2016-05-10,,,,,,,,,,,,,,,,,,,,,,,
2194,290.149884,1.9e-05,19.34332563,1.3e-06,19h20m35.97s,41.464595,1.7e-05,+41d27m52.5s,73.334972,2.2e-05,12.550649,2e-05,304.04512900000003,4.1e-05,62.542547,2e-05,2,,,,0.0,0,1318.0,170.9,-104.37,0.0,1,-1.0,,0.0,-17.1,,0.0,17.1,,0.0,1,,,,,0,,,,,,,,,,,,,,,,14.51,0.028999999999999998,0,14.117,0.039,0,14.082,0.062,0,14.105,0.027999999999999997,0.0,14.181,0.038,0.0,12.547,,-1.0,8.777000000000001,,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.652000000000001,,0,Kepler-band,13,,,,,,,,,,,,,0.39299999999999996,0.049,0,0.035,0.073,0,0.428,0.068,0,,,,,,,,,,5,,,,0,5676.0,104.55,-89.59,0.0,2,4.49,0.05,-0.11,0.0,2,-0.05,0.153,-0.179,0.0,2,[Fe/H],,,,,0,0.93,0.12,-0.07,0.0,2,0.95,0.05,-0.06,0.0,1,,,,,0,3.98,4.09,-2.33,,1,,,,,0,,,,0,,,,0,,,,0,0,0,0,0,0,3,0,,,,Kepler-1506 b,Kepler-1506,b,1,1,0,3,Transit,2016,Morton et al. 2016,,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,Space,Morton et al. 2016,0,0,0,1,0,1,0,1,0,0,http://exoplanet.eu/catalog/kepler-1506_b/,,14.0329154,0.0002811,-0.0002811,0.0,1,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,0.11800000000000001,0.017,-0.012,0.0,1.32,0.19,-0.13,0.0,0.012,0.002,-0.001,0.0,1,,,,,0,,,,,0,,,,,0,,,,,0,0.28517,0.01625,-0.01625,0.0,1,2454971.0626,0.0183,-0.0183,0.0,1,JD,,,,,0,,,,,0,,,,,0,0.013369999999999998,0.00091,-0.00081,0.0,1,,,,,,,,15,7,2016-05-10,,,,,,,,,,,,,,,,,,,,,,,
2195,288.561525,1.7e-05,19.237435,1.11e-06,19h14m14.77s,46.536053,1.7e-05,+46d32m09.8s,77.62178399999999,2.1e-05,15.672034,1.7e-05,305.271461,4.3e-05,67.715414,2e-05,2,,,,0.0,0,342.0,35.04,-24.24,0.0,1,,,,,,,,,,0,,,,,0,,,,,,,,,,,,,,,,11.866,0.021,0,11.460999999999999,0.017,0,11.386,0.013999999999999999,0,11.349,0.023,0.0,11.408,0.021,0.0,11.366,0.10800000000000001,0.0,9.407,,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.136,,0,Kepler-band,13,,,,,,,,,,,,,0.405,0.027000000000000003,0,0.075,0.022000000000000002,0,0.48,0.025,0,,,,,,,,,,5,,,,0,5410.0,63.43,-70.14,0.0,2,4.53,0.04,-0.1,0.0,2,-0.03,0.15,-0.17300000000000001,0.0,2,[Fe/H],,,,,0,0.85,0.09,-0.06,0.0,2,0.89,0.04,-0.05,0.0,1,,,,,0,4.57,6.44,-2.85,,1,,,,,0,,,,0,,,,0,,,,0,0,0,0,0,0,3,0,,,,Kepler-1507 b,Kepler-1507,b,1,1,0,3,Transit,2016,Morton et al. 2016,,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,Space,Morton et al. 2016,0,0,0,1,0,1,0,1,0,0,http://exoplanet.eu/catalog/kepler-1507_b/,,16.0506213,0.0001447,-0.0001447,0.0,2,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,0.075,0.008,-0.008,0.0,0.84,0.09,-0.09,0.0,0.008,0.001,-0.001,0.0,1,,,,,0,,,,,0,,,,,0,,,,,1,0.12245999999999999,0.00937,-0.00937,0.0,2,2454974.73323,0.006659999999999999,-0.006659999999999999,0.0,2,JD,,,,,0,,,,,0,,,,,0,0.008759999999999999,0.0003,-0.0007099999999999999,0.0,1,,,,,,,,19,8,2016-05-10,,,,,,,,,,,,,,,,,,,,,,,
2196,283.79781299999996,3.1e-05,18.9198542,2.04e-06,18h55m11.48s,46.931003999999994,1.7e-05,+46d55m51.6s,76.753506,2.4e-05,18.854104,2.5e-05,297.12951499999997,6.9e-05,69.0744,2.2e-05,2,,,,0.0,0,1277.0,199.54,-105.41,0.0,1,,,,,,,,,,0,,,,,0,,,,,,,,,,,,,,,,14.2,0.027000000000000003,0,13.864,0.035,0,13.887,0.066,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.386,,0,Kepler-band,9,,,,,,,,,,,,,0.336,0.044000000000000004,0,-0.023,0.075,0,0.313,0.071,0,,,,,,,,,,5,,,,0,5780.0,69.62,-80.25,0.0,2,4.45,0.06,-0.13,0.0,2,0.03,0.138,-0.162,0.0,2,[Fe/H],,,,,0,0.99,0.16,-0.08,0.0,2,1.0,0.05,-0.05,0.0,1,,,,,0,3.98,3.3,-2.28,,1,,,,,0,,,,0,,,,0,,,,0,0,0,0,0,0,3,0,,,,Kepler-1509 b,Kepler-1509,b,1,1,0,3,Transit,2016,Morton et al. 2016,,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,Space,Morton et al. 2016,0,0,0,1,0,1,0,1,0,0,http://exoplanet.eu/catalog/kepler-1509_b/,,25.4338197,0.0003114,-0.0003114,0.0,2,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,0.165,0.033,-0.013999999999999999,0.0,1.85,0.37,-0.16,0.0,0.017,0.003,-0.001,0.0,1,,,,,0,,,,,0,,,,,0,,,,,1,0.26766999999999996,0.01,-0.01,0.0,2,2454976.1287,0.0114,-0.0114,0.0,2,JD,,,,,0,,,,,0,,,,,0,0.01699,0.0009,-0.0006,0.0,1,,,,,,,,19,7,2016-05-10,,,,,,,,,,,,,,,,,,,,,,,
